,origin,time_hour,tailnum,year,month,day,dep_time,sched_dep_time,dep_delay,arr_delay,carrier,flight,dest,air_time,distance,hour,minute,seats,temp,dewp,humid,wind_dir,wind_speed,precip,pressure,visib,week_day,wknd,evening_rush_hour,wind_sin,wind_cos,precip_indic
1360,LGA,2013-07-30 19:00,N956UW,2013,7,30,1854,1900,-6,-19,US,2140,BOS,32,184,19,0,20,78.08,55.04,45,320,8.05546,0,1019.9,10,Tuesday,FALSE,FALSE,-5.177949878,6.17084037,FALSE
1361,LGA,2013-07-30 20:00,N950UW,2013,7,30,1953,2000,-7,-22,US,2142,BOS,32,184,20,0,20,77,55.04,46.64,320,10.35702,0,1019.7,10,Tuesday,FALSE,FALSE,-6.657364129,7.933937618,FALSE
1362,LGA,2013-07-30 21:00,N955UW,2013,7,30,2051,2100,-9,-31,US,2144,BOS,32,184,21,0,20,75.92,55.94,49.95,330,5.7539,0,1020.1,10,Tuesday,FALSE,FALSE,-2.87695,4.983023571,FALSE
1363,LGA,2013-07-31 6:00,N732US,2013,7,31,551,600,-9,-20,US,2114,BOS,33,184,6,0,179,71.06,55.04,56.93,0,0,0,1021,10,Wednesday,FALSE,FALSE,0,0,FALSE
1364,LGA,2013-07-31 7:00,N951UW,2013,7,31,656,700,-4,-15,US,2116,BOS,34,184,7,0,20,73.04,55.94,55.01,300,5.7539,0,1021.2,10,Wednesday,FALSE,FALSE,-4.983023571,2.87695,FALSE
1365,LGA,2013-07-31 8:00,N963UW,2013,7,31,750,800,-10,-19,US,2118,BOS,36,184,8,0,20,73.94,55.04,51.65,300,3.45234,0,1021,10,Wednesday,FALSE,FALSE,-2.989814143,1.72617,FALSE
1366,LGA,2013-07-31 9:00,N956UW,2013,7,31,857,900,-3,-1,US,2120,BOS,38,184,9,0,20,75.02,55.04,49.81,40,4.60312,0,1020.8,10,Wednesday,FALSE,FALSE,2.958828502,3.526194497,FALSE
1367,LGA,2013-07-31 10:00,N950UW,2013,7,31,955,1000,-5,7,US,2122,BOS,45,184,10,0,20,78.08,55.04,45,30,6.90468,0,1020.7,10,Wednesday,FALSE,FALSE,3.45234,5.979628285,FALSE
1369,LGA,2013-07-31 12:00,N963UW,2013,7,31,1153,1200,-7,-17,US,2126,BOS,33,184,12,0,20,80.96,55.04,40.94,320,3.45234,0,1019.7,10,Wednesday,FALSE,FALSE,-2.219121376,2.644645873,FALSE
1370,LGA,2013-07-31 13:00,N956UW,2013,7,31,1255,1300,-5,-14,US,2128,BOS,33,184,13,0,20,82.04,53.96,38,300,6.90468,0,1019.2,10,Wednesday,FALSE,FALSE,-5.979628285,3.45234,FALSE
1372,LGA,2013-07-31 15:00,N948UW,2013,7,31,1459,1500,-1,-8,US,2132,BOS,34,184,15,0,20,80.96,55.94,42.3,160,10.35702,0,1018.3,10,Wednesday,FALSE,FALSE,3.542309465,-9.732415267,FALSE
1374,LGA,2013-07-31 17:00,N956UW,2013,7,31,1653,1700,-7,-2,US,2136,BOS,45,184,17,0,20,78.98,57.02,46.93,170,12.65858,0,1017.7,10,Wednesday,FALSE,TRUE,2.198139349,-12.46626773,FALSE
1375,LGA,2013-07-31 18:00,N947UW,2013,7,31,1754,1800,-6,-14,US,2138,BOS,35,184,18,0,20,78.08,57.02,48.35,180,12.65858,0,1017.5,10,Wednesday,FALSE,TRUE,1.55E-15,-12.65858,FALSE
1376,LGA,2013-07-31 19:00,N948UW,2013,7,31,1853,1900,-7,-17,US,2140,BOS,34,184,19,0,20,77,57.02,50.11,180,10.35702,0,1017.3,10,Wednesday,FALSE,FALSE,1.27E-15,-10.35702,FALSE
1377,LGA,2013-07-31 20:00,N963UW,2013,7,31,1954,2000,-6,-24,US,2142,BOS,33,184,20,0,20,75.92,57.02,51.94,180,11.5078,0,1017.4,10,Wednesday,FALSE,FALSE,1.41E-15,-11.5078,FALSE
1378,LGA,2013-07-31 21:00,N956UW,2013,7,31,2053,2100,-7,-13,US,2144,BOS,44,184,21,0,20,75.92,59,55.77,180,9.20624,0,1017.5,10,Wednesday,FALSE,FALSE,1.13E-15,-9.20624,FALSE
